city,city_ascii,lat,lng,pop,country,iso2,iso3,province
Victorica,Victorica,-36.21625324,-65.45002079,4458,Argentina,AR,ARG,La Pampa
General Pico,General Pico,-35.65959471,-63.77001998,46483,Argentina,AR,ARG,La Pampa
San Antonio Oeste,San Antonio Oeste,-40.73287677,-64.93328231,8492,Argentina,AR,ARG,Río Negro
Sierra Colorado,Sierra Colorado,-40.58286009,-67.79998071,1522,Argentina,AR,ARG,Río Negro
Mercedes,Mercedes,-33.68958576,-65.4699679,49345,Argentina,AR,ARG,San Luis
Rio Tercero,Rio Tercero,-32.1796004,-64.12002446,38049.5,Argentina,AR,ARG,Córdoba
Belen,Belen,-27.64959267,-67.03328333,11359,Argentina,AR,ARG,Catamarca
Rinconada,Rinconada,-22.43290851,-66.16659204,6209.5,Argentina,AR,ARG,Jujuy
San Pedro,San Pedro,-24.21962116,-64.87000452,55249,Argentina,AR,ARG,Jujuy
Libertador General San Martin,Libertador General San Martin,-23.81954222,-64.78998356,47559,Argentina,AR,ARG,Jujuy
Chilecito,Chilecito,-29.16552081,-67.49999903,20343,Argentina,AR,ARG,La Rioja
Chamical,Chamical,-30.34958291,-66.3166604,8989,Argentina,AR,ARG,La Rioja
Los Blancos,Los Blancos,-23.59960732,-62.60003972,1145,Argentina,AR,ARG,Salta
Cafayate,Cafayate,-26.08291828,-65.96660425,9478,Argentina,AR,ARG,Salta
Cerrillos,Cerrillos,-24.89963133,-65.48330042,11498,Argentina,AR,ARG,Salta
San Antonio de los Cobres,San Antonio de los Cobres,-24.18293089,-66.35001754,4000,Argentina,AR,ARG,Salta
Anatuya,Anatuya,-28.46613198,-62.83330713,14133,Argentina,AR,ARG,Santiago del Estero
Frias,Frias,-28.64958331,-65.14998743,13594,Argentina,AR,ARG,Santiago del Estero
Monte Quemado,Monte Quemado,-25.79962807,-62.86658675,11387,Argentina,AR,ARG,Santiago del Estero
Juan Jose Castelli,Juan Jose Castelli,-25.9495414,-60.61664657,9421,Argentina,AR,ARG,Chaco
Charata,Charata,-27.21628579,-61.19999597,18297,Argentina,AR,ARG,Chaco
Las Lomitas,Las Lomitas,-24.69959186,-60.60000676,7683,Argentina,AR,ARG,Formosa
Mercedes,Mercedes,-29.1795768,-58.0799797,22872.5,Argentina,AR,ARG,Corrientes
Concordia,Concordia,-31.38957111,-58.02998275,132760.5,Argentina,AR,ARG,Entre Ríos
Sunchales,Sunchales,-30.93290648,-61.56661442,12655,Argentina,AR,ARG,Santa Fe
San Justo,San Justo,-30.78288979,-60.58328943,9607,Argentina,AR,ARG,Santa Fe
Vera,Vera,-29.4661743,-60.21659347,9979,Argentina,AR,ARG,Santa Fe
Reconquista,Reconquista,-29.13952757,-59.65001306,86640.5,Argentina,AR,ARG,Santa Fe
Venado Tuerto,Venado Tuerto,-33.74958209,-61.97000065,52079,Argentina,AR,ARG,Santa Fe
Esquel,Esquel,-42.90003131,-71.31661361,20048,Argentina,AR,ARG,Chubut
Zapala,Zapala,-38.90001707,-70.06666406,19152,Argentina,AR,ARG,Neuquén
Olavarria,Olavarria,-36.90003579,-60.3299974,65059,Argentina,AR,ARG,Ciudad de Buenos Aires
Tandil,Tandil,-37.32001015,-59.15004358,84799.5,Argentina,AR,ARG,Ciudad de Buenos Aires
Viedma,Viedma,-40.79995278,-63.0000153,54031,Argentina,AR,ARG,Ciudad de Buenos Aires
San Luis,San Luis,-33.29999713,-66.35001754,308146,Argentina,AR,ARG,San Luis
Rio Cuarto,Rio Cuarto,-33.13003335,-64.34998458,135959.5,Argentina,AR,ARG,Córdoba
San Salvador de Jujuy,San Salvador de Jujuy,-24.1833443,-65.30002995,258739,Argentina,AR,ARG,Jujuy
San Ramon de la Nueva Oran,San Ramon de la Nueva Oran,-23.13999713,-64.32001225,69461.5,Argentina,AR,ARG,Salta
Goya,Goya,-29.13999266,-59.26998458,71274.5,Argentina,AR,ARG,Corrientes
Puerto San Julian,Puerto San Julian,-49.30000242,-67.71665247,2347,Argentina,AR,ARG,Santa Cruz
Perito Moreno,Perito Moreno,-46.60001219,-70.93335535,3766,Argentina,AR,ARG,Santa Cruz
Rio Grande,Rio Grande,-53.79144552,-67.6989952,31095,Argentina,AR,ARG,Tierra del Fuego
Ushuaia,Ushuaia,-54.79000324,-68.31000126,50483.5,Argentina,AR,ARG,Tierra del Fuego
Sarmiento,Sarmiento,-45.60002155,-69.08331323,5185,Argentina,AR,ARG,Chubut
San Rafael,San Rafael,-34.60002114,-68.33333317,79523.5,Argentina,AR,ARG,Mendoza
Necochea,Necochea,-38.55998615,-58.74999048,70562,Argentina,AR,ARG,Ciudad de Buenos Aires
Rio Colorado,Rio Colorado,-38.96657632,-64.08328251,11499,Argentina,AR,ARG,La Pampa
Catamarca,Catamarca,-28.47000771,-65.78000065,162586,Argentina,AR,ARG,Catamarca
La Rioja,La Rioja,-29.40995034,-66.84996118,147130,Argentina,AR,ARG,La Rioja
Santiago del Estero,Santiago del Estero,-27.78333128,-64.26665633,317549.5,Argentina,AR,ARG,Santiago del Estero
Resistencia,Resistencia,-27.45999184,-58.99002751,368455.5,Argentina,AR,ARG,Chaco
Gualeguaychu,Gualeguaychu,-33.02001422,-58.52000452,55860.5,Argentina,AR,ARG,Entre Ríos
El Calafate,El Calafate,-50.33332436,-72.30001612,6329,Argentina,AR,ARG,Santa Cruz
San Juan,San Juan,-31.55002643,-68.51998845,433892,Argentina,AR,ARG,San Juan
Rawson,Rawson,-43.3000069,-65.09999048,25062.5,Argentina,AR,ARG,Chubut
Neuquen,Neuquen,-38.95003986,-68.05999068,213823.5,Argentina,AR,ARG,Neuquén
Santa Rosa,Santa Rosa,-36.6200012,-64.29998763,97693.5,Argentina,AR,ARG,La Pampa
San Carlos de Bariloche,San Carlos de Bariloche,-41.14995726,-71.29999964,91953,Argentina,AR,ARG,Río Negro
Salta,Salta,-24.78335936,-65.41663782,484646,Argentina,AR,ARG,Salta
Tucumán,San Miguel de Tucuman,-26.81600014,-65.21662419,678803.5,Argentina,AR,ARG,Tucumán
Formosa,Formosa,-26.17283527,-58.1828158,202272,Argentina,AR,ARG,Formosa
Santa Fe,Santa Fe,-31.62387205,-60.69000126,393504,Argentina,AR,ARG,Santa Fe
Rosario,Rosario,-32.95112954,-60.66630762,1094784.5,Argentina,AR,ARG,Santa Fe
Puerto Deseado,Puerto Deseado,-47.75001951,-65.89996749,3305,Argentina,AR,ARG,Santa Cruz
Rio Gallegos,Rio Gallegos,-51.63329669,-69.21658675,77183,Argentina,AR,ARG,Santa Cruz
Comodoro Rivadavia,Comodoro Rivadavia,-45.87003091,-67.49999903,123291,Argentina,AR,ARG,Chubut
Mendoza,Mendoza,-32.88333006,-68.81661117,827815,Argentina,AR,ARG,Mendoza
Bahia Blanca,Bahia Blanca,-38.74002684,-62.2650214,279041,Argentina,AR,ARG,Ciudad de Buenos Aires
Mar del Plata,Mar del Plata,-38.00002033,-57.57998438,554916,Argentina,AR,ARG,Ciudad de Buenos Aires
Córdoba,Cordoba,-31.39995807,-64.18229456,1374467.5,Argentina,AR,ARG,Córdoba
Posadas,Posadas,-27.3578321,-55.88510735,334589.5,Argentina,AR,ARG,Misiones
Buenos Aires,Buenos Aires,-34.60250161,-58.39753137,11862073,Argentina,AR,ARG,Ciudad de Buenos Aires
Ashtarak,Ashtarak,40.3016667,44.3591667,18779,Armenia,AM,ARM,Aragatsotn
Ijevan,Ijevan,40.8755556,45.1491667,14737,Armenia,AM,ARM,Tavush
Artashat,Artashat,39.9538889,44.5505556,20562,Armenia,AM,ARM,Ararat
Gavarr,Gavarr,40.3588889,45.1266667,21680,Armenia,AM,ARM,Gegharkunik
Yeghegnadzor,Yeghegnadzor,39.7611111,45.3333333,8200,Armenia,AM,ARM,Vayots Dzor
Gyumri,Gyumri,40.78943402,43.84749385,140277.5,Armenia,AM,ARM,Shirak
Vanadzor,Vanadzor,40.81276593,44.48828162,89295,Armenia,AM,ARM,Lori
Yerevan,Yerevan,40.18115074,44.51355139,1097742.5,Armenia,AM,ARM,Erevan
Oranjestad,Oranjestad,12.53038373,-70.02899195,50887.5,Aruba,AW,ABW,
Central Coast,Central Coast,-33.42004148,151.3000048,3026,Australia,AU,AUS,New South Wales
Sunshine Coast,Sunshine Coast,-26.67998777,153.0500272,57215.5,Australia,AU,AUS,Queensland
Bourke,Bourke,-30.1,145.9333333,2475,Australia,AU,AUS,New South Wales
Pine Creek,Pine Creek,-13.81617348,131.816698,505,Australia,AU,AUS,Northern Territory
Adelaide River,Adelaide River,-13.2495414,131.0999975,237,Australia,AU,AUS,Northern Territory
McMinns Lagoon,McMinns Lagoon,-12.53289264,131.0500264,5025,Australia,AU,AUS,Northern Territory
Newcastle Waters,Newcastle Waters,-17.55279295,133.4672432,10,Australia,AU,AUS,Northern Territory
Ravensthorpe,Ravensthorpe,-33.58287392,120.0333345,639,Australia,AU,AUS,Western Australia
Wagin,Wagin,-33.29958372,117.3499841,1037.5,Australia,AU,AUS,Western Australia
Roebourne,Roebourne,-20.7829317,117.1333048,11281.5,Australia,AU,AUS,Western Australia
Pannawonica,Pannawonica,-21.63657469,116.3250337,686,Australia,AU,AUS,Western Australia
Tom Price,Tom Price,-22.69346108,117.7930578,1822,Australia,AU,AUS,Western Australia
Kalbarri,Kalbarri,-27.66618081,114.1666642,1537,Australia,AU,AUS,Western Australia
Mount Magnet,Mount Magnet,-28.06620807,117.8166739,424,Australia,AU,AUS,Western Australia
Morawa,Morawa,-29.21626707,116.0000406,259,Australia,AU,AUS,Western Australia
Port Denison,Port Denison,-29.28282632,114.9166442,1213,Australia,AU,AUS,Western Australia
Merredin,Merredin,-31.48284707,118.2666723,2054,Australia,AU,AUS,Western Australia
Mount Barker,Mount Barker,-34.632784,117.6666056,1771.5,Australia,AU,AUS,Western Australia
Katanning,Katanning,-33.69955931,117.5500752,3140,Australia,AU,AUS,Western Australia
Narrogin,Narrogin,-32.93288776,117.1666361,3995,Australia,AU,AUS,Western Australia
Gingin,Gingin,-31.34957355,115.9000468,1446,Australia,AU,AUS,Western Australia
Bunbury,Bunbury,-33.34428384,115.6502429,26683.5,Australia,AU,AUS,Western Australia
Kwinana,Kwinana,-32.23939004,115.7702356,18817.5,Australia,AU,AUS,Western Australia
Southern Cross,Southern Cross,-31.216145,119.3166857,187,Australia,AU,AUS,Western Australia
Kaltukatjara,Kaltukatjara,-25.78841429,128.9973352,355,Australia,AU,AUS,Northern Territory
Queanbeyan,Queanbeyan,-35.3546004,149.2113468,32408,Australia,AU,AUS,Australian Capital Territory
Tweed Heads,Tweed Heads,-28.1825834,153.5466377,33065,Australia,AU,AUS,New South Wales
Ivanhoe,Ivanhoe,-32.89960814,144.3000187,265,Australia,AU,AUS,New South Wales
Wilcannia,Wilcannia,-31.56620115,143.3833304,442,Australia,AU,AUS,New South Wales
Merimbula,Merimbula,-36.89962238,149.9000386,3607.5,Australia,AU,AUS,New South Wales
Echuca,Echuca,-36.12959186,144.750017,13460,Australia,AU,AUS,New South Wales
Deniliquin,Deniliquin,-35.5295768,144.9500048,6019.5,Australia,AU,AUS,New South Wales
Nowra,Nowra,-34.88284625,150.6000476,61036.5,Australia,AU,AUS,New South Wales
Ulladulla,Ulladulla,-35.34953611,150.4700297,6811,Australia,AU,AUS,New South Wales
Batemans Bay,Batemans Bay,-35.68961871,150.2073067,5604,Australia,AU,AUS,New South Wales
Cooma,Cooma,-36.23955931,149.1200345,5661.5,Australia,AU,AUS,New South Wales
Tumut,Tumut,-35.30959023,148.2200378,4873,Australia,AU,AUS,New South Wales
Leeton,Leeton,-34.54493406,146.3973067,6277,Australia,AU,AUS,New South Wales
Young,Young,-34.30959959,148.2900077,6422,Australia,AU,AUS,New South Wales
Cowra,Cowra,-33.82962889,148.6800097,5729.5,Australia,AU,AUS,New South Wales
Forbes,Forbes,-33.38960407,148.0199983,4076.5,Australia,AU,AUS,New South Wales
Goulburn,Goulburn,-34.74957273,149.7101794,16444,Australia,AU,AUS,New South Wales
Kiama,Kiama,-34.70957518,150.8400329,10379,Australia,AU,AUS,New South Wales
Katoomba,Katoomba,-33.70694904,150.320013,20334.5,Australia,AU,AUS,New South Wales
Richmond,Richmond,-33.59951373,150.7399873,9720,Australia,AU,AUS,New South Wales
Lithgow,Lithgow,-33.49610919,150.152788,10338,Australia,AU,AUS,New South Wales
Parkes,Parkes,-33.12956826,148.170015,7160,Australia,AU,AUS,New South Wales
Bathurst,Bathurst,-33.41962807,149.5700329,6111,Australia,AU,AUS,New South Wales
Maitland,Maitland,-32.72096271,151.555028,10026.5,Australia,AU,AUS,New South Wales
Singleton,Singleton,-32.56949909,151.1600134,8340.5,Australia,AU,AUS,New South Wales
Mudgee,Mudgee,-32.58960122,149.5801098,5391,Australia,AU,AUS,New South Wales
Muswellbrook,Muswellbrook,-32.26956907,150.890004,8171,Australia,AU,AUS,New South Wales
Taree,Taree,-31.89760211,152.4618461,30131.5,Australia,AU,AUS,New South Wales
Kempsey,Kempsey,-31.08736733,152.8220308,10681,Australia,AU,AUS,New South Wales
Gunnedah,Gunnedah,-30.9870117,150.2622904,6204,Australia,AU,AUS,New South Wales
Coffs Harbour,Coffs Harbour,-30.3070532,153.1122973,48961,Australia,AU,AUS,New South Wales
Narrabri,Narrabri,-30.33190957,149.7874357,6105.5,Australia,AU,AUS,New South Wales
Inverell,Inverell,-29.7667761,151.1125744,6845.5,Australia,AU,AUS,New South Wales
Yamba,Yamba,-29.42299136,153.353312,1806,Australia,AU,AUS,New South Wales
Ballina,Ballina,-28.86135333,153.5679801,13997.5,Australia,AU,AUS,New South Wales
Wagga Wagga,Wagga Wagga,-35.12215981,147.3399882,45549,Australia,AU,AUS,New South Wales
Scone,Scone,-32.07960651,150.8501098,4624,Australia,AU,AUS,New South Wales
Byron Bay,Byron Bay,-28.65650796,153.6128869,5244.5,Australia,AU,AUS,New South Wales
Berri,Berri,-34.28293455,140.6000378,4523,Australia,AU,AUS,South Australia
Peterborough,Peterborough,-32.96616738,138.8333239,1351,Australia,AU,AUS,South Australia
Wallaroo,Wallaroo,-33.9328784,137.6332938,2442,Australia,AU,AUS,South Australia
Clare,Clare,-33.8328845,138.6000048,2729,Australia,AU,AUS,South Australia
Meningie,Meningie,-35.69954059,139.3333451,850,Australia,AU,AUS,South Australia
Kingston South East,Kingston South East,-36.83280475,139.8500577,206,Australia,AU,AUS,South Australia
Bordertown,Bordertown,-36.31619546,140.7666426,1976,Australia,AU,AUS,South Australia
Penola,Penola,-37.38295205,140.8166654,1513,Australia,AU,AUS,South Australia
Kingoonya,Kingoonya,-30.89957518,135.2999996,50,Australia,AU,AUS,South Australia
Kimba,Kimba,-33.14961871,136.4333671,636,Australia,AU,AUS,South Australia
Streaky Bay,Streaky Bay,-32.81187176,134.2149296,614.5,Australia,AU,AUS,South Australia
Cowell,Cowell,-33.68286782,136.9166451,537,Australia,AU,AUS,South Australia
Tumby Bay,Tumby Bay,-34.38292845,136.0833109,1791,Australia,AU,AUS,South Australia
Andamooka,Andamooka,-30.43097329,137.1655704,528,Australia,AU,AUS,South Australia
Woomera,Woomera,-31.14958576,136.8000114,450,Australia,AU,AUS,South Australia
Port Pirie,Port Pirie,-33.19106321,137.9900162,12417,Australia,AU,AUS,South Australia
Gawler,Gawler,-34.60735919,138.7263537,15542.5,Australia,AU,AUS,South Australia
Murray Bridge,Murray Bridge,-35.12960122,139.2600162,14185.5,Australia,AU,AUS,South Australia
Victor Harbor,Victor Harbor,-35.55960081,138.6173164,7489,Australia,AU,AUS,South Australia
Hamilton,Hamilton,-37.73119953,142.0234135,6992.5,Australia,AU,AUS,Victoria
Ouyen,Ouyen,-35.06619424,142.3166772,912,Australia,AU,AUS,Victoria
Colac,Colac,-38.33953449,143.5800109,7450,Australia,AU,AUS,Victoria
Stawell,Stawell,-37.05961261,142.7600093,4596,Australia,AU,AUS,Victoria
Horsham,Horsham,-36.70960814,142.1900183,11985.5,Australia,AU,AUS,Victoria
Ararat,Ararat,-37.27954751,142.9099743,5464,Australia,AU,AUS,Victoria
Maryborough,Maryborough,-37.04958738,143.729976,5838.5,Australia,AU,AUS,Victoria
Bairnsdale,Bairnsdale,-37.82959145,147.6099975,9427,Australia,AU,AUS,Victoria
Sale,Sale,-38.10957436,147.0600052,17701.5,Australia,AU,AUS,Victoria
Traralgon,Traralgon,-38.19959471,146.5300118,16982.5,Australia,AU,AUS,Victoria
Wonthaggi,Wonthaggi,-38.60949217,145.5900175,4471.5,Australia,AU,AUS,Victoria
Cranbourne,Cranbourne,-38.09960081,145.2833695,249955,Australia,AU,AUS,Victoria
Ballarat,Ballarat,-37.55958209,143.8400468,73404,Australia,AU,AUS,Victoria
Melton,Melton,-37.68954832,144.570028,29750,Australia,AU,AUS,Victoria
Seymour,Seymour,-37.03423948,145.1273067,3693,Australia,AU,AUS,Victoria
Shepparton,Shepparton,-36.37458982,145.3913732,33430.5,Australia,AU,AUS,Victoria
Cobram,Cobram,-35.91963051,145.6500138,4659,Australia,AU,AUS,Victoria
Swan Hill,Swan Hill,-35.33961424,143.5400134,9073,Australia,AU,AUS,Victoria
Sunbury,Sunbury,-37.56960732,144.7100195,18677.5,Australia,AU,AUS,Victoria
Proserpine,Proserpine,-20.41623574,148.5834781,3976,Australia,AU,AUS,Queensland
Theodore,Theodore,-24.94949909,150.0833349,246,Australia,AU,AUS,Queensland
Eidsvold,Eidsvold,-25.36621784,151.1333483,459,Australia,AU,AUS,Queensland
Barcaldine,Barcaldine,-23.56617267,145.2833695,1068,Australia,AU,AUS,Queensland
Winton,Winton,-22.39962889,143.0332743,1157,Australia,AU,AUS,Queensland
Longreach,Longreach,-23.44959064,144.2500476,2894,Australia,AU,AUS,Queensland
Caboolture,Caboolture,-27.08296059,152.9499816,26495.5,Australia,AU,AUS,Queensland
Warwick,Warwick,-28.22924721,152.0203226,10024,Australia,AU,AUS,Queensland
Kingaroy,Kingaroy,-26.53896279,151.840592,7494.5,Australia,AU,AUS,Queensland
Dalby,Dalby,-27.19385822,151.2657434,9818.5,Australia,AU,AUS,Queensland
Bongaree,Bongaree,-27.07872313,153.1508996,10327.5,Australia,AU,AUS,Queensland
Gympie,Gympie,-26.18859658,152.6709289,11338,Australia,AU,AUS,Queensland
Ingham,Ingham,-18.64957355,146.1666231,5996.5,Australia,AU,AUS,Queensland
Birdsville,Birdsville,-25.89962197,139.3666247,283,Australia,AU,AUS,Queensland
Bedourie,Bedourie,-24.34958738,139.4666186,142,Australia,AU,AUS,Queensland
Boulia,Boulia,-22.89959837,139.9000288,402.5,Australia,AU,AUS,Queensland
Richmond,Richmond,-20.71626911,143.1333199,296,Australia,AU,AUS,Queensland
Burketown,Burketown,-17.71609048,139.5666125,186.5,Australia,AU,AUS,Queensland
Hervey Bay,Hervey Bay,-25.28870319,152.8409444,25114,Australia,AU,AUS,Queensland
Biloela,Biloela,-24.39356403,150.4960746,4366.5,Australia,AU,AUS,Queensland
Yeppoon,Yeppoon,-23.13291746,150.7567305,6450.5,Australia,AU,AUS,Queensland
Emerald,Emerald,-23.51222247,148.1673278,7489,Australia,AU,AUS,Queensland
Moranbah,Moranbah,-22.00156533,148.0380334,7357,Australia,AU,AUS,Queensland
Charters Towers,Charters Towers,-20.08090737,146.2587105,8369.5,Australia,AU,AUS,Queensland
Ayr,Ayr,-19.57024087,147.3994677,7166,Australia,AU,AUS,Queensland
Atherton,Atherton,-17.27027789,145.469353,6132.5,Australia,AU,AUS,Queensland
Port Douglas,Port Douglas,-16.48458812,145.4587219,2004.5,Australia,AU,AUS,Queensland
Smithton,Smithton,-40.83292234,145.1166613,3351,Australia,AU,AUS,Tasmania
Scottsdale,Scottsdale,-41.14949217,147.5166699,1683.5,Australia,AU,AUS,Tasmania
Bicheno,Bicheno,-41.87838825,148.2886124,177,Australia,AU,AUS,Tasmania
Oatlands,Oatlands,-42.29960285,147.3666015,1157,Australia,AU,AUS,Tasmania
Queenstown,Queenstown,-42.08292356,145.5500199,1658,Australia,AU,AUS,Tasmania
Kingston,Kingston,-42.99113686,147.3084139,12652,Australia,AU,AUS,Tasmania
Tennant Creek,Tennant Creek,-19.65002928,134.200015,3490.5,Australia,AU,AUS,Northern Territory
Yulara,Yulara,-25.24054075,130.9888932,930,Australia,AU,AUS,Northern Territory
Erldunda,Erldunda,-25.23330605,133.1999727,10,Australia,AU,AUS,Northern Territory
Norseman,Norseman,-32.20001259,121.7666137,1004,Australia,AU,AUS,Western Australia
Halls Creek,Halls Creek,-18.26670286,127.7667126,1209,Australia,AU,AUS,Western Australia
Kununurra,Kununurra,-15.76659707,128.7333203,5229.5,Australia,AU,AUS,Western Australia
Derby,Derby,-17.29999184,123.9666345,3199,Australia,AU,AUS,Western Australia
Onslow,Onslow,-21.65759354,115.0962959,573,Australia,AU,AUS,Western Australia
Exmouth,Exmouth,-21.93109987,114.1233469,1085,Australia,AU,AUS,Western Australia
Carnarvon,Carnarvon,-24.89983803,113.6501066,7392,Australia,AU,AUS,Western Australia
Newman,Newman,-23.36659829,119.7333011,2678,Australia,AU,AUS,Western Australia
Meekatharra,Meekatharra,-26.59999266,118.4832999,654,Australia,AU,AUS,Western Australia
Three Springs,Three Springs,-29.53330198,115.7499784,190,Australia,AU,AUS,Western Australia
Manjimup,Manjimup,-34.23332518,116.1500057,4016.5,Australia,AU,AUS,Western Australia
Northam,Northam,-31.65658323,116.6533858,5330,Australia,AU,AUS,Western Australia
Esperance,Esperance,-33.857307,121.8888973,7205,Australia,AU,AUS,Western Australia
Leonara,Leonara,-28.88150714,121.3280358,227,Australia,AU,AUS,Western Australia
Laverton,Laverton,-28.62700071,122.4040425,316,Australia,AU,AUS,Western Australia
Wyndham,Wyndham,-15.37395953,128.3600614,734.5,Australia,AU,AUS,Western Australia
Albury,Albury,-36.06003538,146.9200138,68534,Australia,AU,AUS,New South Wales
Forster-Tuncurry,Forster-Tuncurry,-32.19313963,152.5266483,13275.5,Australia,AU,AUS,New South Wales
Port Macquarie,Port Macquarie,-31.44501992,152.9186657,42070,Australia,AU,AUS,New South Wales
Tamworth,Tamworth,-31.10261188,150.9171342,35080,Australia,AU,AUS,New South Wales
Grafton,Grafton,-29.71199909,152.9376827,7871.5,Australia,AU,AUS,New South Wales
Moree,Moree,-29.469895,149.8300687,8062,Australia,AU,AUS,New South Wales
Goondiwindi,Goondiwindi,-28.55480874,150.325284,4251,Australia,AU,AUS,New South Wales
Lismore,Lismore,-28.81665322,153.2931132,28065.5,Australia,AU,AUS,New South Wales
Wollongong,Wollongong,-34.41538125,150.890004,201319.5,Australia,AU,AUS,New South Wales
Ceduna,Ceduna,-32.09913464,133.6622674,1252.5,Australia,AU,AUS,South Australia
Mount Gambier,Mount Gambier,-37.83134845,140.7650406,21818.5,Australia,AU,AUS,South Australia
Port Augusta,Port Augusta,-32.49002073,137.7700297,11186.5,Australia,AU,AUS,South Australia
Warrnambool,Warrnambool,-38.37999713,142.4700012,29882,Australia,AU,AUS,Victoria
Mildura,Mildura,-34.18500771,142.1513643,33324.5,Australia,AU,AUS,Victoria
Geelong,Geelong,-38.16749505,144.3956335,149336,Australia,AU,AUS,Victoria
Camooweal,Camooweal,-19.91673134,138.1166752,187,Australia,AU,AUS,Queensland
Quilpie,Quilpie,-26.61663247,144.2500476,560,Australia,AU,AUS,Queensland
Charleville,Charleville,-26.40000486,146.2500288,1900,Australia,AU,AUS,Queensland
Hughenden,Hughenden,-20.85000771,144.2000248,421,Australia,AU,AUS,Queensland
Caloundra,Caloundra,-26.80003213,153.1333296,33737,Australia,AU,AUS,Queensland
Roma,Roma,-26.55937498,148.7907006,4560.5,Australia,AU,AUS,Queensland
Toowoomba,Toowoomba,-27.56453327,151.9555204,86711,Australia,AU,AUS,Queensland
Georgetown,Georgetown,-18.30003416,143.5332955,818,Australia,AU,AUS,Queensland
Thargomindah,Thargomindah,-27.99995888,143.816689,203,Australia,AU,AUS,Queensland
Weipa,Weipa,-12.66663125,141.8666272,2830,Australia,AU,AUS,Queensland
Karumba,Karumba,-17.48333982,140.8334086,173,Australia,AU,AUS,Queensland
Cloncurry,Cloncurry,-20.69999103,140.4999922,1202,Australia,AU,AUS,Queensland
Maryborough,Maryborough,-25.54910073,152.7209,18920.5,Australia,AU,AUS,Queensland
Bundaberg,Bundaberg,-24.87906411,152.3508968,46062,Australia,AU,AUS,Queensland
Gladstone,Gladstone,-23.8533386,151.2467264,29055,Australia,AU,AUS,Queensland
Bowen,Bowen,-20.00132566,148.208669,10983,Australia,AU,AUS,Queensland
Innisfail,Innisfail,-17.53134723,146.0386722,9707,Australia,AU,AUS,Queensland
Mackay,Mackay,-21.14389158,149.1500069,66053.5,Australia,AU,AUS,Queensland
Burnie,Burnie,-41.06660317,145.9166642,18490.5,Australia,AU,AUS,Tasmania
Launceston,Launceston,-41.44983559,147.1301818,65106.5,Australia,AU,AUS,Tasmania
Katherine,Katherine,-14.46662474,132.266593,8171.5,Australia,AU,AUS,Northern Territory
Busselton,Busselton,-33.65640949,115.3486592,9595,Australia,AU,AUS,Western Australia
Mandurah,Mandurah,-32.52348259,115.7470567,52866,Australia,AU,AUS,Western Australia
Broome,Broome,-17.96177069,122.2307681,11890.5,Australia,AU,AUS,Western Australia
Kalgoorlie,Kalgoorlie,-30.73539915,121.4600175,32058,Australia,AU,AUS,Western Australia
Albany,Albany,-35.0169466,117.8916048,25179,Australia,AU,AUS,Western Australia
Port Hedland,Port Hedland,-20.31040241,118.6060315,8997,Australia,AU,AUS,Western Australia
Karratha,Karratha,-20.73037677,116.8700134,16636,Australia,AU,AUS,Western Australia
Geraldton,Geraldton,-28.76663043,114.5999711,27065,Australia,AU,AUS,Western Australia
