# SentenceBreakProperty-17.0.0.txt
# Date: 2025-06-30, 06:20:48 GMT
# © 2025 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
#
# Unicode Character Database
#   For documentation, see https://www.unicode.org/reports/tr44/

# ================================================

# Property:	Sentence_Break

#  All code points not explicitly listed for Sentence_Break
#  have the value Other (XX).

# @missing: 0000..10FFFF; Other

# ================================================

0DE6..0DEF    ; Numeric # Nd  [10] SINHALA LITH DIGIT ZERO..SINHALA LITH DIGIT NINE
0E50..0E59    ; Numeric # Nd  [10] THAI DIGIT ZERO..THAI DIGIT NINE
0ED0..0ED9    ; Numeric # Nd  [10] LAO DIGIT ZERO..LAO DIGIT NINE
0F20..0F29    ; Numeric # Nd  [10] TIBETAN DIGIT ZERO..TIBETAN DIGIT NINE
1040..1049    ; Numeric # Nd  [10] MYANMAR DIGIT ZERO..MYANMAR DIGIT NINE
1090..1099    ; Numeric # Nd  [10] MYANMAR SHAN DIGIT ZERO..MYANMAR SHAN DIGIT NINE
17E0..17E9    ; Numeric # Nd  [10] KHMER DIGIT ZERO..KHMER DIGIT NINE
1810..1819    ; Numeric # Nd  [10] MONGOLIAN DIGIT ZERO..MONGOLIAN DIGIT NINE
1946..194F    ; Numeric # Nd  [10] LIMBU DIGIT ZERO..LIMBU DIGIT NINE
19D0..19D9    ; Numeric # Nd  [10] NEW TAI LUE DIGIT ZERO..NEW TAI LUE DIGIT NINE
19DA          ; Numeric # No       NEW TAI LUE THAM DIGIT ONE
1A80..1A89    ; Numeric # Nd  [10] TAI THAM HORA DIGIT ZERO..TAI THAM HORA DIGIT NINE
1A90..1A99    ; Numeric # Nd  [10] TAI THAM THAM DIGIT ZERO..TAI THAM THAM DIGIT NINE
1B50..1B59    ; Numeric # Nd  [10] BALINESE DIGIT ZERO..BALINESE DIGIT NINE
1BB0..1BB9    ; Numeric # Nd  [10] SUNDANESE DIGIT ZERO..SUNDANESE DIGIT NINE
1C40..1C49    ; Numeric # Nd  [10] LEPCHA DIGIT ZERO..LEPCHA DIGIT NINE
1C50..1C59    ; Numeric # Nd  [10] OL CHIKI DIGIT ZERO..OL CHIKI DIGIT NINE
A620..A629    ; Numeric # Nd  [10] VAI DIGIT ZERO..VAI DIGIT NINE
A8D0..A8D9    ; Numeric # Nd  [10] SAURASHTRA DIGIT ZERO..SAURASHTRA DIGIT NINE
A900..A909    ; Numeric # Nd  [10] KAYAH LI DIGIT ZERO..KAYAH LI DIGIT NINE
A9D0..A9D9    ; Numeric # Nd  [10] JAVANESE DIGIT ZERO..JAVANESE DIGIT NINE
A9F0..A9F9    ; Numeric # Nd  [10] MYANMAR TAI LAING DIGIT ZERO..MYANMAR TAI LAING DIGIT NINE
AA50..AA59    ; Numeric # Nd  [10] CHAM DIGIT ZERO..CHAM DIGIT NINE
ABF0..ABF9    ; Numeric # Nd  [10] MEETEI MAYEK DIGIT ZERO..MEETEI MAYEK DIGIT NINE
FF10..FF19    ; Numeric # Nd  [10] FULLWIDTH DIGIT ZERO..FULLWIDTH DIGIT NINE
104A0..104A9  ; Numeric # Nd  [10] OSMANYA DIGIT ZERO..OSMANYA DIGIT NINE
10D30..10D39  ; Numeric # Nd  [10] HANIFI ROHINGYA DIGIT ZERO..HANIFI ROHINGYA DIGIT NINE
10D40..10D49  ; Numeric # Nd  [10] GARAY DIGIT ZERO..GARAY DIGIT NINE
11066..1106F  ; Numeric # Nd  [10] BRAHMI DIGIT ZERO..BRAHMI DIGIT NINE
110BD         ; Numeric # Cf       KAITHI NUMBER SIGN
110CD         ; Numeric # Cf       KAITHI NUMBER SIGN ABOVE
110F0..110F9  ; Numeric # Nd  [10] SORA SOMPENG DIGIT ZERO..SORA SOMPENG DIGIT NINE
11136..1113F  ; Numeric # Nd  [10] CHAKMA DIGIT ZERO..CHAKMA DIGIT NINE
111D0..111D9  ; Numeric # Nd  [10] SHARADA DIGIT ZERO..SHARADA DIGIT NINE
112F0..112F9  ; Numeric # Nd  [10] KHUDAWADI DIGIT ZERO..KHUDAWADI DIGIT NINE
11450..11459  ; Numeric # Nd  [10] NEWA DIGIT ZERO..NEWA DIGIT NINE
114D0..114D9  ; Numeric # Nd  [10] TIRHUTA DIGIT ZERO..TIRHUTA DIGIT NINE
11650..11659  ; Numeric # Nd  [10] MODI DIGIT ZERO..MODI DIGIT NINE
116C0..116C9  ; Numeric # Nd  [10] TAKRI DIGIT ZERO..TAKRI DIGIT NINE
116D0..116E3  ; Numeric # Nd  [20] MYANMAR PAO DIGIT ZERO..MYANMAR EASTERN PWO KAREN DIGIT NINE
11730..11739  ; Numeric # Nd  [10] AHOM DIGIT ZERO..AHOM DIGIT NINE
118E0..118E9  ; Numeric # Nd  [10] WARANG CITI DIGIT ZERO..WARANG CITI DIGIT NINE
11950..11959  ; Numeric # Nd  [10] DIVES AKURU DIGIT ZERO..DIVES AKURU DIGIT NINE
11BF0..11BF9  ; Numeric # Nd  [10] SUNUWAR DIGIT ZERO..SUNUWAR DIGIT NINE
11C50..11C59  ; Numeric # Nd  [10] BHAIKSUKI DIGIT ZERO..BHAIKSUKI DIGIT NINE
11D50..11D59  ; Numeric # Nd  [10] MASARAM GONDI DIGIT ZERO..MASARAM GONDI DIGIT NINE
11DA0..11DA9  ; Numeric # Nd  [10] GUNJALA GONDI DIGIT ZERO..GUNJALA GONDI DIGIT NINE
11DE0..11DE9  ; Numeric # Nd  [10] TOLONG SIKI DIGIT ZERO..TOLONG SIKI DIGIT NINE
11F50..11F59  ; Numeric # Nd  [10] KAWI DIGIT ZERO..KAWI DIGIT NINE
16130..16139  ; Numeric # Nd  [10] GURUNG KHEMA DIGIT ZERO..GURUNG KHEMA DIGIT NINE
16A60..16A69  ; Numeric # Nd  [10] MRO DIGIT ZERO..MRO DIGIT NINE
16AC0..16AC9  ; Numeric # Nd  [10] TANGSA DIGIT ZERO..TANGSA DIGIT NINE
16B50..16B59  ; Numeric # Nd  [10] PAHAWH HMONG DIGIT ZERO..PAHAWH HMONG DIGIT NINE
16D70..16D79  ; Numeric # Nd  [10] KIRAT RAI DIGIT ZERO..KIRAT RAI DIGIT NINE
1CCF0..1CCF9  ; Numeric # Nd  [10] OUTLINED DIGIT ZERO..OUTLINED DIGIT NINE
1D7CE..1D7FF  ; Numeric # Nd  [50] MATHEMATICAL BOLD DIGIT ZERO..MATHEMATICAL MONOSPACE DIGIT NINE
1E140..1E149  ; Numeric # Nd  [10] NYIAKENG PUACHUE HMONG DIGIT ZERO..NYIAKENG PUACHUE HMONG DIGIT NINE
1E2F0..1E2F9  ; Numeric # Nd  [10] WANCHO DIGIT ZERO..WANCHO DIGIT NINE
1E4F0..1E4F9  ; Numeric # Nd  [10] NAG MUNDARI DIGIT ZERO..NAG MUNDARI DIGIT NINE
1E5F1..1E5FA  ; Numeric # Nd  [10] OL ONAL DIGIT ZERO..OL ONAL DIGIT NINE
1E950..1E959  ; Numeric # Nd  [10] ADLAM DIGIT ZERO..ADLAM DIGIT NINE
1FBF0..1FBF9  ; Numeric # Nd  [10] SEGMENTED DIGIT ZERO..SEGMENTED DIGIT NINE

# Total code points: 785

# ================================================

002E          ; ATerm # Po       FULL STOP
2024          ; ATerm # Po       ONE DOT LEADER
FE52          ; ATerm # Po       SMALL FULL STOP
FF0E          ; ATerm # Po       FULLWIDTH FULL STOP

# Total code points: 4

# ================================================

0021          ; STerm # Po       EXCLAMATION MARK
003F          ; STerm # Po       QUESTION MARK
0589          ; STerm # Po       ARMENIAN FULL STOP
061D..061F    ; STerm # Po   [3] ARABIC END OF TEXT MARK..ARABIC QUESTION MARK
06D4          ; STerm # Po       ARABIC FULL STOP
0700..0702    ; STerm # Po   [3] SYRIAC END OF PARAGRAPH..SYRIAC SUBLINEAR FULL STOP
07F9          ; STerm # Po       NKO EXCLAMATION MARK
0837          ; STerm # Po       SAMARITAN PUNCTUATION MELODIC QITSA
0839          ; STerm # Po       SAMARITAN PUNCTUATION QITSA
083D..083E    ; STerm # Po   [2] SAMARITAN PUNCTUATION SOF MASHFAAT..SAMARITAN PUNCTUATION ANNAAU
0964..0965    ; STerm # Po   [2] DEVANAGARI DANDA..DEVANAGARI DOUBLE DANDA
104A..104B    ; STerm # Po   [2] MYANMAR SIGN LITTLE SECTION..MYANMAR SIGN SECTION
1362          ; STerm # Po       ETHIOPIC FULL STOP
1367..1368    ; STerm # Po   [2] ETHIOPIC QUESTION MARK..ETHIOPIC PARAGRAPH SEPARATOR
166E          ; STerm # Po       CANADIAN SYLLABICS FULL STOP
1735..1736    ; STerm # Po   [2] PHILIPPINE SINGLE PUNCTUATION..PHILIPPINE DOUBLE PUNCTUATION
17D4..17D5    ; STerm # Po   [2] KHMER SIGN KHAN..KHMER SIGN BARIYOOSAN
1803          ; STerm # Po       MONGOLIAN FULL STOP
1809          ; STerm # Po       MONGOLIAN MANCHU FULL STOP
1944..1945    ; STerm # Po   [2] LIMBU EXCLAMATION MARK..LIMBU QUESTION MARK
1AA8..1AAB    ; STerm # Po   [4] TAI THAM SIGN KAAN..TAI THAM SIGN SATKAANKUU
1B4E..1B4F    ; STerm # Po   [2] BALINESE INVERTED CARIK SIKI..BALINESE INVERTED CARIK PAREREN
1B5A..1B5B    ; STerm # Po   [2] BALINESE PANTI..BALINESE PAMADA
1B5E..1B5F    ; STerm # Po   [2] BALINESE CARIK SIKI..BALINESE CARIK PAREREN
1B7D..1B7F    ; STerm # Po   [3] BALINESE PANTI LANTANG..BALINESE PANTI BAWAK
1C3B..1C3C    ; STerm # Po   [2] LEPCHA PUNCTUATION TA-ROL..LEPCHA PUNCTUATION NYET THYOOM TA-ROL
1C7E..1C7F    ; STerm # Po   [2] OL CHIKI PUNCTUATION MUCAAD..OL CHIKI PUNCTUATION DOUBLE MUCAAD
203C..203D    ; STerm # Po   [2] DOUBLE EXCLAMATION MARK..INTERROBANG
2047..2049    ; STerm # Po   [3] DOUBLE QUESTION MARK..EXCLAMATION QUESTION MARK
2CF9..2CFB    ; STerm # Po   [3] COPTIC OLD NUBIAN FULL STOP..COPTIC OLD NUBIAN INDIRECT QUESTION MARK
2E2E          ; STerm # Po       REVERSED QUESTION MARK
2E3C          ; STerm # Po       STENOGRAPHIC FULL STOP
2E53..2E54    ; STerm # Po   [2] MEDIEVAL EXCLAMATION MARK..MEDIEVAL QUESTION MARK
3002          ; STerm # Po       IDEOGRAPHIC FULL STOP
A4FF          ; STerm # Po       LISU PUNCTUATION FULL STOP
A60E..A60F    ; STerm # Po   [2] VAI FULL STOP..VAI QUESTION MARK
A6F3          ; STerm # Po       BAMUM FULL STOP
A6F7          ; STerm # Po       BAMUM QUESTION MARK
A876..A877    ; STerm # Po   [2] PHAGS-PA MARK SHAD..PHAGS-PA MARK DOUBLE SHAD
A8CE..A8CF    ; STerm # Po   [2] SAURASHTRA DANDA..SAURASHTRA DOUBLE DANDA
A92F          ; STerm # Po       KAYAH LI SIGN SHYA
A9C8..A9C9    ; STerm # Po   [2] JAVANESE PADA LINGSA..JAVANESE PADA LUNGSI
AA5D..AA5F    ; STerm # Po   [3] CHAM PUNCTUATION DANDA..CHAM PUNCTUATION TRIPLE DANDA
AAF0..AAF1    ; STerm # Po   [2] MEETEI MAYEK CHEIKHAN..MEETEI MAYEK AHANG KHUDAM
ABEB          ; STerm # Po       MEETEI MAYEK CHEIKHEI
FE12          ; STerm # Po       PRESENTATION FORM FOR VERTICAL IDEOGRAPHIC FULL STOP
FE15..FE16    ; STerm # Po   [2] PRESENTATION FORM FOR VERTICAL EXCLAMATION MARK..PRESENTATION FORM FOR VERTICAL QUESTION MARK
FE56..FE57    ; STerm # Po   [2] SMALL QUESTION MARK..SMALL EXCLAMATION MARK
FF01          ; STerm # Po       FULLWIDTH EXCLAMATION MARK
FF1F          ; STerm # Po       FULLWIDTH QUESTION MARK
FF61          ; STerm # Po       HALFWIDTH IDEOGRAPHIC FULL STOP
10A56..10A57  ; STerm # Po   [2] KHAROSHTHI PUNCTUATION DANDA..KHAROSHTHI PUNCTUATION DOUBLE DANDA
10F55..10F59  ; STerm # Po   [5] SOGDIAN PUNCTUATION TWO VERTICAL BARS..SOGDIAN PUNCTUATION HALF CIRCLE WITH DOT
10F86..10F89  ; STerm # Po   [4] OLD UYGHUR PUNCTUATION BAR..OLD UYGHUR PUNCTUATION FOUR DOTS
11047..11048  ; STerm # Po   [2] BRAHMI DANDA..BRAHMI DOUBLE DANDA
110BE..110C1  ; STerm # Po   [4] KAITHI SECTION MARK..KAITHI DOUBLE DANDA
11141..11143  ; STerm # Po   [3] CHAKMA DANDA..CHAKMA QUESTION MARK
111C5..111C6  ; STerm # Po   [2] SHARADA DANDA..SHARADA DOUBLE DANDA
111CD         ; STerm # Po       SHARADA SUTRA MARK
111DE..111DF  ; STerm # Po   [2] SHARADA SECTION MARK-1..SHARADA SECTION MARK-2
11238..11239  ; STerm # Po   [2] KHOJKI DANDA..KHOJKI DOUBLE DANDA
1123B..1123C  ; STerm # Po   [2] KHOJKI SECTION MARK..KHOJKI DOUBLE SECTION MARK
112A9         ; STerm # Po       MULTANI SECTION MARK
113D4..113D5  ; STerm # Po   [2] TULU-TIGALARI DANDA..TULU-TIGALARI DOUBLE DANDA
1144B..1144C  ; STerm # Po   [2] NEWA DANDA..NEWA DOUBLE DANDA
115C2..115C3  ; STerm # Po   [2] SIDDHAM DANDA..SIDDHAM DOUBLE DANDA
115C9..115D7  ; STerm # Po  [15] SIDDHAM END OF TEXT MARK..SIDDHAM SECTION MARK WITH CIRCLES AND FOUR ENCLOSURES
11641..11642  ; STerm # Po   [2] MODI DANDA..MODI DOUBLE DANDA
1173C..1173E  ; STerm # Po   [3] AHOM SIGN SMALL SECTION..AHOM SIGN RULAI
11944         ; STerm # Po       DIVES AKURU DOUBLE DANDA
11946         ; STerm # Po       DIVES AKURU END OF TEXT MARK
11A42..11A43  ; STerm # Po   [2] ZANABAZAR SQUARE MARK SHAD..ZANABAZAR SQUARE MARK DOUBLE SHAD
11A9B..11A9C  ; STerm # Po   [2] SOYOMBO MARK SHAD..SOYOMBO MARK DOUBLE SHAD
11C41..11C42  ; STerm # Po   [2] BHAIKSUKI DANDA..BHAIKSUKI DOUBLE DANDA
11EF7..11EF8  ; STerm # Po   [2] MAKASAR PASSIMBANG..MAKASAR END OF SECTION
11F43..11F44  ; STerm # Po   [2] KAWI DANDA..KAWI DOUBLE DANDA
16A6E..16A6F  ; STerm # Po   [2] MRO DANDA..MRO DOUBLE DANDA
16AF5         ; STerm # Po       BASSA VAH FULL STOP
16B37..16B38  ; STerm # Po   [2] PAHAWH HMONG SIGN VOS THOM..PAHAWH HMONG SIGN VOS TSHAB CEEB
16B44         ; STerm # Po       PAHAWH HMONG SIGN XAUS
16D6E..16D6F  ; STerm # Po   [2] KIRAT RAI DANDA..KIRAT RAI DOUBLE DANDA
16E98         ; STerm # Po       MEDEFAIDRIN FULL STOP
1BC9F         ; STerm # Po       DUPLOYAN PUNCTUATION CHINOOK FULL STOP
1DA88         ; STerm # Po       SIGNWRITING FULL STOP

# Total code points: 166

# ================================================

0022          ; Close # Po       QUOTATION MARK
0027          ; Close # Po       APOSTROPHE
0028          ; Close # Ps       LEFT PARENTHESIS
0029          ; Close # Pe       RIGHT PARENTHESIS
005B          ; Close # Ps       LEFT SQUARE BRACKET
005D          ; Close # Pe       RIGHT SQUARE BRACKET
007B          ; Close # Ps       LEFT CURLY BRACKET
007D          ; Close # Pe       RIGHT CURLY BRACKET
00AB          ; Close # Pi       LEFT-POINTING DOUBLE ANGLE QUOTATION MARK
00BB          ; Close # Pf       RIGHT-POINTING DOUBLE ANGLE QUOTATION MARK
0F3A          ; Close # Ps       TIBETAN MARK GUG RTAGS GYON
0F3B          ; Close # Pe       TIBETAN MARK GUG RTAGS GYAS
0F3C          ; Close # Ps       TIBETAN MARK ANG KHANG GYON
0F3D          ; Close # Pe       TIBETAN MARK ANG KHANG GYAS
169B          ; Close # Ps       OGHAM FEATHER MARK
169C          ; Close # Pe       OGHAM REVERSED FEATHER MARK
2018          ; Close # Pi       LEFT SINGLE QUOTATION MARK
2019          ; Close # Pf       RIGHT SINGLE QUOTATION MARK
201A          ; Close # Ps       SINGLE LOW-9 QUOTATION MARK
201B..201C    ; Close # Pi   [2] SINGLE HIGH-REVERSED-9 QUOTATION MARK..LEFT DOUBLE QUOTATION MARK
201D          ; Close # Pf       RIGHT DOUBLE QUOTATION MARK
201E          ; Close # Ps       DOUBLE LOW-9 QUOTATION MARK
201F          ; Close # Pi       DOUBLE HIGH-REVERSED-9 QUOTATION MARK
2039          ; Close # Pi       SINGLE LEFT-POINTING ANGLE QUOTATION MARK
203A          ; Close # Pf       SINGLE RIGHT-POINTING ANGLE QUOTATION MARK
2045          ; Close # Ps       LEFT SQUARE BRACKET WITH QUILL
2046          ; Close # Pe       RIGHT SQUARE BRACKET WITH QUILL
207D          ; Close # Ps       SUPERSCRIPT LEFT PARENTHESIS
207E          ; Close # Pe       SUPERSCRIPT RIGHT PARENTHESIS
208D          ; Close # Ps       SUBSCRIPT LEFT PARENTHESIS
208E          ; Close # Pe       SUBSCRIPT RIGHT PARENTHESIS
2308          ; Close # Ps       LEFT CEILING
2309          ; Close # Pe       RIGHT CEILING
230A          ; Close # Ps       LEFT FLOOR
230B          ; Close # Pe       RIGHT FLOOR
2329          ; Close # Ps       LEFT-POINTING ANGLE BRACKET
232A          ; Close # Pe       RIGHT-POINTING ANGLE BRACKET
275B..2760    ; Close # So   [6] HEAVY SINGLE TURNED COMMA QUOTATION MARK ORNAMENT..HEAVY LOW DOUBLE COMMA QUOTATION MARK ORNAMENT
2768          ; Close # Ps       MEDIUM LEFT PARENTHESIS ORNAMENT
2769          ; Close # Pe       MEDIUM RIGHT PARENTHESIS ORNAMENT
276A          ; Close # Ps       MEDIUM FLATTENED LEFT PARENTHESIS ORNAMENT
276B          ; Close # Pe       MEDIUM FLATTENED RIGHT PARENTHESIS ORNAMENT
276C          ; Close # Ps       MEDIUM LEFT-POINTING ANGLE BRACKET ORNAMENT
276D          ; Close # Pe       MEDIUM RIGHT-POINTING ANGLE BRACKET ORNAMENT
276E          ; Close # Ps       HEAVY LEFT-POINTING ANGLE QUOTATION MARK ORNAMENT
276F          ; Close # Pe       HEAVY RIGHT-POINTING ANGLE QUOTATION MARK ORNAMENT
2770          ; Close # Ps       HEAVY LEFT-POINTING ANGLE BRACKET ORNAMENT
2771          ; Close # Pe       HEAVY RIGHT-POINTING ANGLE BRACKET ORNAMENT
2772          ; Close # Ps       LIGHT LEFT TORTOISE SHELL BRACKET ORNAMENT
2773          ; Close # Pe       LIGHT RIGHT TORTOISE SHELL BRACKET ORNAMENT
2774          ; Close # Ps       MEDIUM LEFT CURLY BRACKET ORNAMENT
2775          ; Close # Pe       MEDIUM RIGHT CURLY BRACKET ORNAMENT
27C5          ; Close # Ps       LEFT S-SHAPED BAG DELIMITER
27C6          ; Close # Pe       RIGHT S-SHAPED BAG DELIMITER
27E6          ; Close # Ps       MATHEMATICAL LEFT WHITE SQUARE BRACKET
27E7          ; Close # Pe       MATHEMATICAL RIGHT WHITE SQUARE BRACKET
27E8          ; Close # Ps       MATHEMATICAL LEFT ANGLE BRACKET
27E9          ; Close # Pe       MATHEMATICAL RIGHT ANGLE BRACKET
27EA          ; Close # Ps       MATHEMATICAL LEFT DOUBLE ANGLE BRACKET
27EB          ; Close # Pe       MATHEMATICAL RIGHT DOUBLE ANGLE BRACKET
27EC          ; Close # Ps       MATHEMATICAL LEFT WHITE TORTOISE SHELL BRACKET
27ED          ; Close # Pe       MATHEMATICAL RIGHT WHITE TORTOISE SHELL BRACKET
27EE          ; Close # Ps       MATHEMATICAL LEFT FLATTENED PARENTHESIS
27EF          ; Close # Pe       MATHEMATICAL RIGHT FLATTENED PARENTHESIS
2983          ; Close # Ps       LEFT WHITE CURLY BRACKET
2984          ; Close # Pe       RIGHT WHITE CURLY BRACKET
2985          ; Close # Ps       LEFT WHITE PARENTHESIS
2986          ; Close # Pe       RIGHT WHITE PARENTHESIS
2987          ; Close # Ps       Z NOTATION LEFT IMAGE BRACKET
2988          ; Close # Pe       Z NOTATION RIGHT IMAGE BRACKET
2989          ; Close # Ps       Z NOTATION LEFT BINDING BRACKET
298A          ; Close # Pe       Z NOTATION RIGHT BINDING BRACKET
298B          ; Close # Ps       LEFT SQUARE BRACKET WITH UNDERBAR
298C          ; Close # Pe       RIGHT SQUARE BRACKET WITH UNDERBAR
298D          ; Close # Ps       LEFT SQUARE BRACKET WITH TICK IN TOP CORNER
298E          ; Close # Pe       RIGHT SQUARE BRACKET WITH TICK IN BOTTOM CORNER
298F          ; Close # Ps       LEFT SQUARE BRACKET WITH TICK IN BOTTOM CORNER
2990          ; Close # Pe       RIGHT SQUARE BRACKET WITH TICK IN TOP CORNER
2991          ; Close # Ps       LEFT ANGLE BRACKET WITH DOT
2992          ; Close # Pe       RIGHT ANGLE BRACKET WITH DOT
2993          ; Close # Ps       LEFT ARC LESS-THAN BRACKET
2994          ; Close # Pe       RIGHT ARC GREATER-THAN BRACKET
2995          ; Close # Ps       DOUBLE LEFT ARC GREATER-THAN BRACKET
2996          ; Close # Pe       DOUBLE RIGHT ARC LESS-THAN BRACKET
2997          ; Close # Ps       LEFT BLACK TORTOISE SHELL BRACKET
2998          ; Close # Pe       RIGHT BLACK TORTOISE SHELL BRACKET
29D8          ; Close # Ps       LEFT WIGGLY FENCE
29D9          ; Close # Pe       RIGHT WIGGLY FENCE
29DA          ; Close # Ps       LEFT DOUBLE WIGGLY FENCE
29DB          ; Close # Pe       RIGHT DOUBLE WIGGLY FENCE
29FC          ; Close # Ps       LEFT-POINTING CURVED ANGLE BRACKET
29FD          ; Close # Pe       RIGHT-POINTING CURVED ANGLE BRACKET
2E00..2E01    ; Close # Po   [2] RIGHT ANGLE SUBSTITUTION MARKER..RIGHT ANGLE DOTTED SUBSTITUTION MARKER
2E02          ; Close # Pi       LEFT SUBSTITUTION BRACKET
2E03          ; Close # Pf       RIGHT SUBSTITUTION BRACKET
2E04          ; Close # Pi       LEFT DOTTED SUBSTITUTION BRACKET
2E05          ; Close # Pf       RIGHT DOTTED SUBSTITUTION BRACKET
2E06..2E08    ; Close # Po   [3] RAISED INTERPOLATION MARKER..DOTTED TRANSPOSITION MARKER
2E09          ; Close # Pi       LEFT TRANSPOSITION BRACKET
2E0A          ; Close # Pf       RIGHT TRANSPOSITION BRACKET
2E0B          ; Close # Po       RAISED SQUARE
2E0C          ; Close # Pi       LEFT RAISED OMISSION BRACKET
2E0D          ; Close # Pf       RIGHT RAISED OMISSION BRACKET
2E1C          ; Close # Pi       LEFT LOW PARAPHRASE BRACKET
2E1D          ; Close # Pf       RIGHT LOW PARAPHRASE BRACKET
2E20          ; Close # Pi       LEFT VERTICAL BAR WITH QUILL
2E21          ; Close # Pf       RIGHT VERTICAL BAR WITH QUILL
2E22          ; Close # Ps       TOP LEFT HALF BRACKET
2E23          ; Close # Pe       TOP RIGHT HALF BRACKET
2E24          ; Close # Ps       BOTTOM LEFT HALF BRACKET
2E25          ; Close # Pe       BOTTOM RIGHT HALF BRACKET
2E26          ; Close # Ps       LEFT SIDEWAYS U BRACKET
2E27          ; Close # Pe       RIGHT SIDEWAYS U BRACKET
2E28          ; Close # Ps       LEFT DOUBLE PARENTHESIS
2E29          ; Close # Pe       RIGHT DOUBLE PARENTHESIS
2E42          ; Close # Ps       DOUBLE LOW-REVERSED-9 QUOTATION MARK
2E55          ; Close # Ps       LEFT SQUARE BRACKET WITH STROKE
2E56          ; Close # Pe       RIGHT SQUARE BRACKET WITH STROKE
2E57          ; Close # Ps       LEFT SQUARE BRACKET WITH DOUBLE STROKE
2E58          ; Close # Pe       RIGHT SQUARE BRACKET WITH DOUBLE STROKE
2E59          ; Close # Ps       TOP HALF LEFT PARENTHESIS
2E5A          ; Close # Pe       TOP HALF RIGHT PARENTHESIS
2E5B          ; Close # Ps       BOTTOM HALF LEFT PARENTHESIS
2E5C          ; Close # Pe       BOTTOM HALF RIGHT PARENTHESIS
3008          ; Close # Ps       LEFT ANGLE BRACKET
3009          ; Close # Pe       RIGHT ANGLE BRACKET
300A          ; Close # Ps       LEFT DOUBLE ANGLE BRACKET
300B          ; Close # Pe       RIGHT DOUBLE ANGLE BRACKET
300C          ; Close # Ps       LEFT CORNER BRACKET
300D          ; Close # Pe       RIGHT CORNER BRACKET
300E          ; Close # Ps       LEFT WHITE CORNER BRACKET
300F          ; Close # Pe       RIGHT WHITE CORNER BRACKET
3010          ; Close # Ps       LEFT BLACK LENTICULAR BRACKET
3011          ; Close # Pe       RIGHT BLACK LENTICULAR BRACKET
3014          ; Close # Ps       LEFT TORTOISE SHELL BRACKET
3015          ; Close # Pe       RIGHT TORTOISE SHELL BRACKET
3016          ; Close # Ps       LEFT WHITE LENTICULAR BRACKET
3017          ; Close # Pe       RIGHT WHITE LENTICULAR BRACKET
3018          ; Close # Ps       LEFT WHITE TORTOISE SHELL BRACKET
3019          ; Close # Pe       RIGHT WHITE TORTOISE SHELL BRACKET
301A          ; Close # Ps       LEFT WHITE SQUARE BRACKET
301B          ; Close # Pe       RIGHT WHITE SQUARE BRACKET
301D          ; Close # Ps       REVERSED DOUBLE PRIME QUOTATION MARK
301E..301F    ; Close # Pe   [2] DOUBLE PRIME QUOTATION MARK..LOW DOUBLE PRIME QUOTATION MARK
FD3E          ; Close # Pe       ORNATE LEFT PARENTHESIS
FD3F          ; Close # Ps       ORNATE RIGHT PARENTHESIS
FE17          ; Close # Ps       PRESENTATION FORM FOR VERTICAL LEFT WHITE LENTICULAR BRACKET
FE18          ; Close # Pe       PRESENTATION FORM FOR VERTICAL RIGHT WHITE LENTICULAR BRAKCET
FE35          ; Close # Ps       PRESENTATION FORM FOR VERTICAL LEFT PARENTHESIS
FE36          ; Close # Pe       PRESENTATION FORM FOR VERTICAL RIGHT PARENTHESIS
FE37          ; Close # Ps       PRESENTATION FORM FOR VERTICAL LEFT CURLY BRACKET
FE38          ; Close # Pe       PRESENTATION FORM FOR VERTICAL RIGHT CURLY BRACKET
FE39          ; Close # Ps       PRESENTATION FORM FOR VERTICAL LEFT TORTOISE SHELL BRACKET
FE3A          ; Close # Pe       PRESENTATION FORM FOR VERTICAL RIGHT TORTOISE SHELL BRACKET
FE3B          ; Close # Ps       PRESENTATION FORM FOR VERTICAL LEFT BLACK LENTICULAR BRACKET
FE3C          ; Close # Pe       PRESENTATION FORM FOR VERTICAL RIGHT BLACK LENTICULAR BRACKET
FE3D          ; Close # Ps       PRESENTATION FORM FOR VERTICAL LEFT DOUBLE ANGLE BRACKET
FE3E          ; Close # Pe       PRESENTATION FORM FOR VERTICAL RIGHT DOUBLE ANGLE BRACKET
FE3F          ; Close # Ps       PRESENTATION FORM FOR VERTICAL LEFT ANGLE BRACKET
FE40          ; Close # Pe       PRESENTATION FORM FOR VERTICAL RIGHT ANGLE BRACKET
FE41          ; Close # Ps       PRESENTATION FORM FOR VERTICAL LEFT CORNER BRACKET
FE42          ; Close # Pe       PRESENTATION FORM FOR VERTICAL RIGHT CORNER BRACKET
FE43          ; Close # Ps       PRESENTATION FORM FOR VERTICAL LEFT WHITE CORNER BRACKET
FE44          ; Close # Pe       PRESENTATION FORM FOR VERTICAL RIGHT WHITE CORNER BRACKET
FE47          ; Close # Ps       PRESENTATION FORM FOR VERTICAL LEFT SQUARE BRACKET
FE48          ; Close # Pe       PRESENTATION FORM FOR VERTICAL RIGHT SQUARE BRACKET
FE59          ; Close # Ps       SMALL LEFT PARENTHESIS
FE5A          ; Close # Pe       SMALL RIGHT PARENTHESIS
